Item_Number,Name,Year,Theme,Subtheme,Pieces,Minifigures,Image_URL,USD_MSRP,Packaging,Availability,wanted,owned,rating,theme_grp,review_num,query_id,adjust_coef,adj_USD_MSRP
6479,Emergency Response Center,1998,Town,Res-Q,423.0,5.0,http://images.brickset.com/sets/images/6479-1.jpg,60.0,Box,Retail,574.0,768.0,4.6,Modern day,5,6479-1,0.670372104966,89.5025308415
6567,Speed Splash,1998,Town,Extreme Team,29.0,1.0,http://images.brickset.com/sets/images/6567-1.jpg,3.0,Box,Retail,237.0,1801.0,4.11111111111111,Modern day,9,6567-1,0.670372104966,4.47512654208
6568,Drag Race Rally,1998,Town,Extreme Team,292.0,4.0,http://images.brickset.com/sets/images/6568-1.jpg,30.0,Box,Retail,237.0,486.0,4,Modern day,2,6568-1,0.670372104966,44.7512654208
6572,Wind Runners,1998,Town,Extreme Team,52.0,2.0,http://images.brickset.com/sets/images/6572-1.jpg,6.0,Box,Retail,215.0,1369.0,3.28571428571429,Modern day,7,6572-1,0.670372104966,8.95025308415
6580,Land Jet 7,1998,Town,Extreme Team,109.0,2.0,http://images.brickset.com/sets/images/6580-1.jpg,12.0,Box,Retail,312.0,1284.0,4,Modern day,3,6580-1,0.670372104966,17.9005061683
6582,Daredevil Flight Squad,1998,Town,Extreme Team,287.0,3.0,http://images.brickset.com/sets/images/6582-1.jpg,30.0,Box,Retail - limited,393.0,483.0,4.75,Modern day,4,6582-1,0.670372104966,44.7512654208
6584,Extreme Team Challenge,1998,Town,Extreme Team,350.0,4.0,http://images.brickset.com/sets/images/6584-1.jpg,50.0,Box,Retail,504.0,639.0,5,Modern day,3,6584-1,0.670372104966,74.5854423679
6585,Hang-Glider,1998,Town,Extreme Team,19.0,1.0,http://images.brickset.com/sets/images/6585-1.jpg,2.5,Box,Retail,247.0,970.0,3.33333333333333,Modern day,3,6585-1,0.670372104966,3.7292721184
6589,Radical Racer,1998,Town,Extreme Team,82.0,1.0,http://images.brickset.com/sets/images/6589-1.jpg,10.0,Box,Retail - limited,212.0,360.0,4,Modern day,1,6589-1,0.670372104966,14.9170884736
6817,Beta Buzzer,1998,Space,Insectoids,33.0,1.0,http://images.brickset.com/sets/images/6817-1.jpg,4.0,Box,Retail,303.0,1545.0,4.5,Action/Adventure,10,6817-1,0.670372104966,5.96683538943
6837,Cosmic Creeper,1998,Space,Insectoids,58.0,1.0,http://images.brickset.com/sets/images/6837-1.jpg,8.0,Box,Retail,317.0,1431.0,4.25,Action/Adventure,4,6837-1,0.670372104966,11.9336707789
8235,Front End Loader,1995,Technic,No_Subtheme,165.0,1.0,http://images.brickset.com/sets/images/8235-1.jpg,30.0,Box,Retail,198.0,855.0,3.5,Technical,2,8235-1,0.61764547801,48.5715528861
6903,Bug Blaster,1998,Space,Insectoids,25.0,1.0,http://images.brickset.com/sets/images/6903-1.jpg,3.0,Box,Retail,282.0,1846.0,4.125,Action/Adventure,8,6903-1,0.670372104966,4.47512654208
6905,Bi-Wing Blaster,1998,Space,Insectoids,114.0,2.0,http://images.brickset.com/sets/images/6905-1.jpg,15.0,Box,Retail,360.0,616.0,4.5,Action/Adventure,2,6905-1,0.670372104966,22.3756327104
6907,Sonic Stinger,1998,Space,Insectoids,96.0,1.0,http://images.brickset.com/sets/images/6907-1.jpg,22.0,Box,Retail,352.0,1154.0,4.6,Action/Adventure,5,6907-1,0.670372104966,32.8175946419
6909,Sonic Stinger (Promotional Pack),1998,Space,Insectoids,96.0,1.0,http://images.brickset.com/sets/images/6909-1.jpg,20.0,Box,Retail - limited,201.0,285.0,4,Action/Adventure,2,6909-1,0.670372104966,29.8341769472
6919,Planetary Prowler,1998,Space,Insectoids,250.0,2.0,http://images.brickset.com/sets/images/6919-1.jpg,35.0,Box,Retail,398.0,953.0,4.5,Action/Adventure,6,6919-1,0.670372104966,52.2098096576
6969,Celestial Stinger,1998,Space,Insectoids,256.0,3.0,http://images.brickset.com/sets/images/6969-1.jpg,50.0,Box,Retail,430.0,869.0,4.875,Action/Adventure,8,6969-1,0.670372104966,74.5854423679
6977,Arachnoid Star Base,1998,Space,Insectoids,437.0,4.0,http://images.brickset.com/sets/images/6977-1.jpg,80.0,Box,Retail,483.0,769.0,5,Action/Adventure,9,6977-1,0.670372104966,119.336707789
78579,Action Pack,1998,Town,Product Collection,93.0,0.0,http://images.brickset.com/sets/images/78579-1.jpg,9.99,Box,Retail - limited,37.0,16.0,0,Modern day,0,78579-1,0.670372104966,14.9021713851
8202,Bungee Chopper,1998,Technic,Competition,72.0,0.0,http://images.brickset.com/sets/images/8202-1.jpg,7.0,Box,Retail,105.0,973.0,4,Technical,1,8202-1,0.670372104966,10.4419619315
8213,Spy Runner,1998,Technic,No_Subtheme,98.0,0.0,http://images.brickset.com/sets/images/8213-1.jpg,10.0,Box,Retail,112.0,742.0,5,Technical,1,8213-1,0.670372104966,14.9170884736
8226,Mud Masher,1998,Technic,No_Subtheme,127.0,0.0,http://images.brickset.com/sets/images/8226-1.jpg,13.0,Box,Retail,158.0,1268.0,4.25,Technical,4,8226-1,0.670372104966,19.3922150157
8245,Robots Revenge,1998,Technic,Competition,222.0,1.0,http://images.brickset.com/sets/images/8245-1.jpg,30.0,Box,Retail,118.0,414.0,0,Technical,0,8245-1,0.670372104966,44.7512654208
8248,Forklift,1998,Technic,No_Subtheme,231.0,1.0,http://images.brickset.com/sets/images/8248-1.jpg,33.0,Box,Retail,227.0,526.0,4,Technical,1,8248-1,0.670372104966,49.2263919628
8257,Cyber Strikers,1998,Technic,Competition,367.0,2.0,http://images.brickset.com/sets/images/8257-1.jpg,50.0,Box,Retail,130.0,705.0,4,Technical,1,8257-1,0.670372104966,74.5854423679
8266,Spyder Slayer,1998,Technic,Competition,366.0,2.0,http://images.brickset.com/sets/images/8266-1.jpg,70.0,Box,Retail,107.0,265.0,0,Technical,0,8266-1,0.670372104966,104.419619315
8417,Mag Wheel Master,1998,Technic,No_Subtheme,317.0,0.0,http://images.brickset.com/sets/images/8417-1.jpg,30.0,Box,Retail,248.0,954.0,4,Technical,3,8417-1,0.670372104966,44.7512654208
8428,Concept Car,1998,Technic,No_Subtheme,471.0,0.0,http://images.brickset.com/sets/images/8428-1.jpg,44.0,Box,Retail,260.0,670.0,4.71428571428571,Technical,7,8428-1,0.670372104966,65.6351892838
8462,Tow Truck,1998,Technic,No_Subtheme,774.0,0.0,http://images.brickset.com/sets/images/8462-1.jpg,122.0,Box,Retail,487.0,1126.0,4.5,Technical,6,8462-1,0.670372104966,181.988479378
9719,Robotics Invention System,1998,Mindstorms,1.0,733.0,0.0,http://images.brickset.com/sets/images/9719-1.jpg,200.0,Box,Retail,101.0,718.0,5,Technical,1,9719-1,0.670372104966,298.341769472
9730,Robo Sports,1998,Mindstorms,1.0,91.0,0.0,http://images.brickset.com/sets/images/9730-1.jpg,50.0,Box,Retail,106.0,275.0,0,Technical,0,9730-1,0.670372104966,74.5854423679
9732,Extreme Creatures,1998,Mindstorms,1.0,148.0,0.0,http://images.brickset.com/sets/images/9732-1.jpg,50.0,Box,Retail,120.0,295.0,0,Technical,0,9732-1,0.670372104966,74.5854423679
1782,Discovery Station,1997,Town,Divers,322.0,5.0,http://images.brickset.com/sets/images/1782-1.jpg,50.0,Box,Retail - limited,743.0,428.0,4.2,Modern day,5,1782-1,0.65468539771,76.3725602784
2126,Train Cars,1997,Trains,9 V,378.0,5.0,http://images.brickset.com/sets/images/2126-1.jpg,69.5,Box,Retail - limited,696.0,441.0,5,Modern day,1,2126-1,0.65468539771,106.157858787
2129,Blast-Off Dragster,1997,Technic,No_Subtheme,63.0,0.0,http://images.brickset.com/sets/images/2129-1.jpg,7.0,Box,Retail,136.0,660.0,4.5,Technical,2,2129-1,0.65468539771,10.692158439
2147,Dragon Fly,1997,Town,Special,183.0,2.0,http://images.brickset.com/sets/images/2147-1.jpg,28.0,Box,Promotional (Airline),287.0,275.0,4,Modern day,2,2147-1,0.65468539771,42.7686337559
2148,LEGO Truck,1997,Town,Vehicles,105.0,1.0,http://images.brickset.com/sets/images/2148-1.jpg,11.0,Box,Retail - limited,559.0,934.0,4.2,Modern day,5,2148-1,0.65468539771,16.8019632613
2151,Robo Raider,1997,Space,RoboForce,136.0,1.0,http://images.brickset.com/sets/images/2151-1.jpg,12.0,Box,Retail - limited,324.0,920.0,3.88888888888889,Action/Adventure,9,2151-1,0.65468539771,18.3294144668
2152,Robo Raptor,1997,Space,RoboForce,221.0,1.0,http://images.brickset.com/sets/images/2152-1.jpg,20.0,Box,Retail - limited,375.0,823.0,4.42857142857143,Action/Adventure,7,2152-1,0.65468539771,30.5490241114
2153,Robo Stalker,1997,Space,RoboForce,280.0,2.0,http://images.brickset.com/sets/images/2153-1.jpg,30.0,Box,Retail - limited,349.0,589.0,3.16666666666667,Action/Adventure,6,2153-1,0.65468539771,45.8235361671
2154,Robo Master,1997,Space,RoboForce,366.0,2.0,http://images.brickset.com/sets/images/2154-1.jpg,36.0,Box,Retail - limited,436.0,445.0,3.83333333333333,Action/Adventure,6,2154-1,0.65468539771,54.9882434005
2160,Crystal Scavenger,1997,Aquazone,Aquaraiders,110.0,1.0,http://images.brickset.com/sets/images/2160-1.jpg,15.0,Box,Retail - limited,455.0,831.0,4.6,Action/Adventure,5,2160-1,0.65468539771,22.9117680835
2161,Aqua Dozer,1997,Aquazone,Aquaraiders,136.0,1.0,http://images.brickset.com/sets/images/2161-1.jpg,25.0,Box,Retail - limited,449.0,652.0,4.83333333333333,Action/Adventure,6,2161-1,0.65468539771,38.1862801392
2162,Hydro Reef Wrecker,1997,Aquazone,Aquaraiders,287.0,2.0,http://images.brickset.com/sets/images/2162-1.jpg,40.0,Box,Retail - limited,479.0,466.0,4,Action/Adventure,3,2162-1,0.65468539771,61.0980482228
2845,Indian Chief,1997,Western,Indians,20.0,1.0,http://images.brickset.com/sets/images/2845-1.jpg,0.0,Box,Promotional,564.0,796.0,4,Historical,2,2845-1,0.65468539771,0.0
2846,Indian Kayak,1997,Western,Indians,18.0,1.0,http://images.brickset.com/sets/images/2846-1.jpg,0.0,Box,Promotional,534.0,572.0,4.25,Historical,4,2846-1,0.65468539771,0.0
2886,Formula 1 Racing Car,1997,Town,Racing,25.0,0.0,http://images.brickset.com/sets/images/2886-1.jpg,2.0,Box,Promotional,180.0,648.0,3.75,Modern day,4,2886-1,0.65468539771,3.05490241114
5561,Big Foot 4 x 4,1997,Model Team,No_Subtheme,761.0,0.0,http://images.brickset.com/sets/images/5561-1.jpg,88.0,Box,Retail,489.0,502.0,4.33333333333333,Model making,3,5561-1,0.65468539771,134.41570609
6007,Bat Lord,1997,Castle,Fright Knights,12.0,1.0,http://images.brickset.com/sets/images/6007-1.jpg,4.5,Box,Retail,652.0,2837.0,4.125,Historical,16,6007-1,0.65468539771,6.87353042506
6027,Bat Lord's Catapult,1997,Castle,Fright Knights,55.0,2.0,http://images.brickset.com/sets/images/6027-1.jpg,6.75,Box,Retail,501.0,1556.0,4.14285714285714,Historical,7,6027-1,0.65468539771,10.3102956376
6037,Witch's Windship,1997,Castle,Fright Knights,56.0,1.0,http://images.brickset.com/sets/images/6037-1.jpg,8.0,Box,Retail,596.0,2204.0,3.33333333333333,Historical,6,6037-1,0.65468539771,12.2196096446
6087,Witch's Magic Manor,1997,Castle,Fright Knights,250.0,6.0,http://images.brickset.com/sets/images/6087-1.jpg,44.0,Box,Retail,748.0,1152.0,3.33333333333333,Historical,12,6087-1,0.65468539771,67.207853045
6097,Night Lord's Castle,1997,Castle,Fright Knights,601.0,8.0,http://images.brickset.com/sets/images/6097-1.jpg,80.0,Box,Retail,999.0,1316.0,4.8125,Historical,16,6097-1,0.65468539771,122.196096446
6099,Traitor Transport,1997,Castle,Fright Knights,140.0,3.0,http://images.brickset.com/sets/images/6099-1.jpg,20.0,Box,Retail - limited,403.0,394.0,4.75,Historical,4,6099-1,0.65468539771,30.5490241114
6204,Buccaneers,1997,Pirates,Accessories,36.0,5.0,http://images.brickset.com/sets/images/6204-1.jpg,6.0,Box,Retail - limited,868.0,367.0,4.66666666666667,Historical,3,6204-1,0.65468539771,9.16470723341
6249,Pirates Ambush,1997,Pirates,No_Subtheme,156.0,3.0,http://images.brickset.com/sets/images/6249-1.jpg,22.0,Box,Retail - limited,1050.0,498.0,4.25,Historical,4,6249-1,0.65468539771,33.6039265225
6250,Cross Bone Clipper,1997,Pirates,No_Subtheme,154.0,3.0,http://images.brickset.com/sets/images/6250-1.jpg,33.0,Box,Retail - limited,1105.0,545.0,3.5,Historical,6,6250-1,0.65468539771,50.4058897838
6281,Pirates Perilous Pitfall,1997,Pirates,No_Subtheme,395.0,6.0,http://images.brickset.com/sets/images/6281-1.jpg,73.0,Box,Retail - limited,1272.0,344.0,4.5,Historical,4,6281-1,0.65468539771,111.503938007
6407,Fire Chief,1997,Town,Fire,26.0,1.0,http://images.brickset.com/sets/images/6407-1.jpg,5.5,Box,Retail,178.0,1182.0,2.5,Modern day,4,6407-1,0.65468539771,8.40098163063
6417,Show Jumping Event,1997,Town,Paradisa,36.0,1.0,http://images.brickset.com/sets/images/6417-1.jpg,4.0,Box,Retail,347.0,430.0,3,Modern day,2,6417-1,0.65468539771,6.10980482228
6441,Deep Sea Refuge,1997,Town,Divers,449.0,5.0,http://images.brickset.com/sets/images/6441-1.jpg,60.0,Box,Retail,928.0,1199.0,5,Modern day,11,6441-1,0.65468539771,91.6470723341
6442,Sting Ray Explorer,1997,Town,Divers,152.0,3.0,http://images.brickset.com/sets/images/6442-1.jpg,20.0,Box,Retail,596.0,1992.0,4.66666666666667,Modern day,6,6442-1,0.65468539771,30.5490241114
6444,Outback Airstrip,1997,Town,Outback,167.0,3.0,http://images.brickset.com/sets/images/6444-1.jpg,20.0,Box,Retail,702.0,747.0,5,Modern day,4,6444-1,0.65468539771,30.5490241114
6486,Fire Engine,1997,Town,Fire,66.0,1.0,http://images.brickset.com/sets/images/6486-1.jpg,10.0,Box,Retail,202.0,633.0,3.66666666666667,Modern day,3,6486-1,0.65468539771,15.2745120557
6487,Mountain Rescue,1997,Town,Outback,68.0,1.0,http://images.brickset.com/sets/images/6487-1.jpg,6.0,Box,Retail - limited,262.0,782.0,4,Modern day,3,6487-1,0.65468539771,9.16470723341
6489,Seaside Holiday Cottage,1997,Town,Paradisa,86.0,2.0,http://images.brickset.com/sets/images/6489-1.jpg,13.25,Box,Retail,449.0,321.0,4,Modern day,1,6489-1,0.65468539771,20.2387284738
6490,Amazon Crossing,1997,Town,Outback,116.0,1.0,http://images.brickset.com/sets/images/6490-1.jpg,15.0,Box,Retail,711.0,1511.0,4.625,Modern day,8,6490-1,0.65468539771,22.9117680835
6495,Time Tunnelator,1997,Time Cruisers,Time Twisters,81.0,1.0,http://images.brickset.com/sets/images/6495-1.jpg,10.0,Box,Retail,251.0,844.0,4,Action/Adventure,2,6495-1,0.65468539771,15.2745120557
6496,Whirling Time Warper,1997,Time Cruisers,Time Twisters,152.0,2.0,http://images.brickset.com/sets/images/6496-1.jpg,22.0,Box,Retail,327.0,605.0,4.4,Action/Adventure,5,6496-1,0.65468539771,33.6039265225
6497,Twisted Time Train,1997,Time Cruisers,Time Twisters,300.0,4.0,http://images.brickset.com/sets/images/6497-1.jpg,38.5,Box,Retail,384.0,620.0,5,Action/Adventure,5,6497-1,0.65468539771,58.8068714144
6499,Time Tunnelator,1997,Time Cruisers,Time Twisters,81.0,1.0,http://images.brickset.com/sets/images/6499-1.jpg,10.0,Box,Retail - limited,189.0,292.0,4.4,Action/Adventure,5,6499-1,0.65468539771,15.2745120557
6547,Fun Fair,1997,Town,Paradisa,193.0,5.0,http://images.brickset.com/sets/images/6547-1.jpg,27.5,Box,Retail,473.0,239.0,4.5,Modern day,2,6547-1,0.65468539771,42.0049081531
6548,Octan Gas Station,1997,Town,City,125.0,3.0,http://images.brickset.com/sets/images/6548-1.jpg,24.0,Box,Retail,305.0,383.0,2,Modern day,2,6548-1,0.65468539771,36.6588289337
6549,Roadblock Runners,1997,Town,Vehicles,183.0,4.0,http://images.brickset.com/sets/images/6549-1.jpg,30.0,Box,Retail,273.0,376.0,4.66666666666667,Modern day,3,6549-1,0.65468539771,45.8235361671
6550,Outback Racer,1997,Town,Outback,49.0,1.0,http://images.brickset.com/sets/images/6550-1.jpg,4.0,Box,Retail,317.0,2120.0,4,Modern day,7,6550-1,0.65468539771,6.10980482228
6553,Crisis News Crew,1997,Town,Outback,136.0,3.0,http://images.brickset.com/sets/images/6553-1.jpg,12.0,Box,Retail - limited,579.0,1262.0,4.2,Modern day,5,6553-1,0.65468539771,18.3294144668
6554,Blaze Brigade,1997,Town,Fire,255.0,4.0,http://images.brickset.com/sets/images/6554-1.jpg,44.0,Box,Retail,321.0,657.0,3.125,Modern day,8,6554-1,0.65468539771,67.207853045
6555,Sea Hunter,1997,Town,Divers,30.0,1.0,http://images.brickset.com/sets/images/6555-1.jpg,4.5,Box,Retail,407.0,2469.0,4.14285714285714,Modern day,7,6555-1,0.65468539771,6.87353042506
6556,Scuba Squad,1997,Town,Divers,77.0,2.0,http://images.brickset.com/sets/images/6556-1.jpg,8.75,Box,Retail,462.0,2258.0,4.75,Modern day,8,6556-1,0.65468539771,13.3651980487
6557,Treasure Hunters,1997,Town,Divers,150.0,3.0,http://images.brickset.com/sets/images/6557-1.jpg,22.0,Box,Retail - limited,679.0,347.0,5,Modern day,1,6557-1,0.65468539771,33.6039265225
6558,Shark Cage Cove,1997,Town,Divers,187.0,3.0,http://images.brickset.com/sets/images/6558-1.jpg,30.0,Box,Retail,717.0,1219.0,4.66666666666667,Modern day,3,6558-1,0.65468539771,45.8235361671
6559,Deep Sea Bounty,1997,Town,Divers,348.0,5.0,http://images.brickset.com/sets/images/6559-1.jpg,44.0,Box,Retail,864.0,784.0,4.5,Modern day,4,6559-1,0.65468539771,67.207853045
6560,Diving Expedition Explorer,1997,Town,Divers,471.0,7.0,http://images.brickset.com/sets/images/6560-1.jpg,79.0,Box,Retail,902.0,573.0,5,Modern day,1,6560-1,0.65468539771,120.66864524
8880,Super Car,1994,Technic,No_Subtheme,1343.0,0.0,http://images.brickset.com/sets/images/8880-1.jpg,130.0,Box,Retail,1258.0,3158.0,4.82608695652174,Technical,23,8880-1,0.601524931034,216.117393134
6564,Recycle Truck,1997,Town,Maintenance,35.0,1.0,http://images.brickset.com/sets/images/6564-1.jpg,7.25,Box,Retail,247.0,1265.0,2.22222222222222,Modern day,9,6564-1,0.65468539771,11.0740212404
6565,Construction Crew,1997,Town,Construction,78.0,3.0,http://images.brickset.com/sets/images/6565-1.jpg,16.5,Box,Retail,266.0,921.0,4,Modern day,6,6565-1,0.65468539771,25.2029448919
6566,Bank,1997,Town,City,99.0,2.0,http://images.brickset.com/sets/images/6566-1.jpg,15.0,Box,Retail,455.0,1122.0,3.27272727272727,Modern day,11,6566-1,0.65468539771,22.9117680835
6599,Shark Attack,1997,Town,Divers,58.0,2.0,http://images.brickset.com/sets/images/6599-1.jpg,10.0,Box,Retail - limited,344.0,743.0,4.66666666666667,Modern day,3,6599-1,0.65468539771,15.2745120557
6706,Frontier Patrol,1997,Western,Cowboys,30.0,3.0,http://images.brickset.com/sets/images/6706-1.jpg,6.0,Box,Retail,853.0,1904.0,4.69230769230769,Historical,13,6706-1,0.65468539771,9.16470723341
6709,Tribal Chief,1997,Western,Indians,16.0,1.0,http://images.brickset.com/sets/images/6709-1.jpg,4.0,Box,Retail,718.0,1859.0,3.83333333333333,Historical,6,6709-1,0.65468539771,6.10980482228
6718,Raindance Ridge,1997,Western,Indians,74.0,2.0,http://images.brickset.com/sets/images/6718-1.jpg,8.0,Box,Retail,750.0,1786.0,3.83333333333333,Historical,6,6718-1,0.65468539771,12.2196096446
6746,Chief's Tepee,1997,Western,Indians,134.0,3.0,http://images.brickset.com/sets/images/6746-1.jpg,20.0,Box,Retail,889.0,1689.0,4.125,Historical,8,6746-1,0.65468539771,30.5490241114
6748,Boulder Cliff Canyon,1997,Western,Indians,256.0,6.0,http://images.brickset.com/sets/images/6748-1.jpg,40.0,Box,Retail - limited,1088.0,996.0,4.25,Historical,4,6748-1,0.65468539771,61.0980482228
6766,Rapid River Village,1997,Western,Indians,353.0,7.0,http://images.brickset.com/sets/images/6766-1.jpg,60.0,Box,Retail,967.0,1121.0,5,Historical,8,6766-1,0.65468539771,91.6470723341
6790,Bandit with Gun,1997,Western,Cowboys,21.0,1.0,http://images.brickset.com/sets/images/6790-1.jpg,2.0,Box,Retail,593.0,2009.0,4.28571428571429,Historical,7,6790-1,0.65468539771,3.05490241114
6799,Showdown Canyon,1997,Western,Cowboys,75.0,4.0,http://images.brickset.com/sets/images/6799-1.jpg,10.0,Box,Retail,602.0,839.0,4.66666666666667,Historical,3,6799-1,0.65468539771,15.2745120557
6818,Cyborg Scout,1997,Space,UFO,36.0,1.0,http://images.brickset.com/sets/images/6818-1.jpg,3.0,Box,Retail,278.0,1865.0,4.33333333333333,Action/Adventure,12,6818-1,0.65468539771,4.58235361671
6829,Radon Rover,1997,Space,UFO,53.0,1.0,http://images.brickset.com/sets/images/6829-1.jpg,6.0,Box,Retail,345.0,1984.0,3.6,Action/Adventure,5,6829-1,0.65468539771,9.16470723341
6836,V-Wing Fighter,1997,Space,UFO,40.0,1.0,http://images.brickset.com/sets/images/6836-1.jpg,4.0,Box,Retail,400.0,2133.0,4.88888888888889,Action/Adventure,9,6836-1,0.65468539771,6.10980482228
6900,Cyber Saucer,1997,Space,UFO,114.0,1.0,http://images.brickset.com/sets/images/6900-1.jpg,22.0,Box,Retail,511.0,1610.0,4.5,Action/Adventure,8,6900-1,0.65468539771,33.6039265225
6915,Warp Wing Fighter,1997,Space,UFO,236.0,2.0,http://images.brickset.com/sets/images/6915-1.jpg,30.0,Box,Retail,595.0,1810.0,4.8125,Action/Adventure,16,6915-1,0.65468539771,45.8235361671
6975,Alien Avenger,1997,Space,UFO,369.0,4.0,http://images.brickset.com/sets/images/6975-1.jpg,60.0,Box,Retail,738.0,1572.0,4.68421052631579,Action/Adventure,19,6975-1,0.65468539771,91.6470723341
6979,Interstellar Starfighter,1997,Space,UFO,292.0,3.0,http://images.brickset.com/sets/images/6979-1.jpg,80.0,Box,Retail,685.0,1208.0,4.3,Action/Adventure,10,6979-1,0.65468539771,122.196096446
6999,Cyber Saucer,1997,Space,UFO,114.0,1.0,http://images.brickset.com/sets/images/6999-1.jpg,20.0,Box,Retail - limited,333.0,540.0,4,Action/Adventure,3,6999-1,0.65468539771,30.5490241114
8205,Bungee Blaster,1997,Technic,No_Subtheme,63.0,0.0,http://images.brickset.com/sets/images/8205-1.jpg,7.0,Box,Retail,121.0,1425.0,4,Technical,1,8205-1,0.65468539771,10.692158439
8215,Gyro Copter,1997,Technic,No_Subtheme,107.0,0.0,http://images.brickset.com/sets/images/8215-1.jpg,8.0,Box,Retail,125.0,733.0,5,Technical,1,8215-1,0.65468539771,12.2196096446
8216,Turbo 1,1997,Technic,No_Subtheme,97.0,0.0,http://images.brickset.com/sets/images/8216-1.jpg,10.0,Box,Retail,144.0,997.0,4.5,Technical,2,8216-1,0.65468539771,15.2745120557
8229,Tread Trekker,1997,Technic,No_Subtheme,185.0,1.0,http://images.brickset.com/sets/images/8229-1.jpg,22.0,Box,Retail,168.0,976.0,5,Technical,2,8229-1,0.65468539771,33.6039265225
8232,Chopper Force,1997,Technic,No_Subtheme,289.0,1.0,http://images.brickset.com/sets/images/8232-1.jpg,25.0,Box,Retail,180.0,498.0,5,Technical,1,8232-1,0.65468539771,38.1862801392
8250,Search Sub,1997,Technic,No_Subtheme,383.0,1.0,http://images.brickset.com/sets/images/8250-1.jpg,49.5,Box,Retail,357.0,873.0,4,Technical,5,8250-1,0.65468539771,75.6088346757
8277,Giant Model Set,1997,Technic,No_Subtheme,554.0,0.0,http://images.brickset.com/sets/images/8277-1.jpg,40.0,Box,Retail,231.0,582.0,4,Technical,2,8277-1,0.65468539771,61.0980482228
8299,Search Sub,1997,Technic,No_Subtheme,377.0,1.0,http://images.brickset.com/sets/images/8299-1.jpg,50.0,Box,Retail,271.0,650.0,4,Technical,1,8299-1,0.65468539771,76.3725602784
8414,Mountain Rambler,1997,Technic,No_Subtheme,244.0,0.0,http://images.brickset.com/sets/images/8414-1.jpg,30.0,Box,Retail,202.0,712.0,3.66666666666667,Technical,3,8414-1,0.65468539771,45.8235361671
8437,Future Car,1997,Technic,No_Subtheme,419.0,0.0,http://images.brickset.com/sets/images/8437-1.jpg,54.0,Box,Retail,200.0,642.0,4.33333333333333,Technical,3,8437-1,0.65468539771,82.4823651007
8459,Pneumatic Front-End Loader,1997,Technic,No_Subtheme,591.0,0.0,http://images.brickset.com/sets/images/8459-1.jpg,82.0,Box,Retail,421.0,961.0,5,Technical,4,8459-1,0.65468539771,125.250998857
8479,Barcode Multi-Set,1997,Technic,No_Subtheme,1280.0,0.0,http://images.brickset.com/sets/images/8479-1.jpg,164.0,Box,Retail,672.0,1403.0,4.44444444444444,Technical,9,8479-1,0.65468539771,250.501997713
8735,"Motor Set, 9 V",1997,Technic,Supplementary,60.0,0.0,http://images.brickset.com/sets/images/8735-1.jpg,40.0,Box,Retail,135.0,1077.0,3.33333333333333,Technical,6,8735-1,0.65468539771,61.0980482228
1728,Crystal Crawler,1996,Aquazone,Aquanauts,97.0,1.0,http://images.brickset.com/sets/images/1728-1.jpg,10.0,Box,Retail - limited,430.0,1530.0,4.33333333333333,Action/Adventure,6,1728-1,0.635503115557,15.7355640833
1737,Scorpion Detector,1996,Space,Exploriens,196.0,2.0,http://images.brickset.com/sets/images/1737-1.jpg,20.0,Box,Retail,477.0,822.0,4.71428571428571,Action/Adventure,7,1737-1,0.635503115557,31.4711281667
1747,Treasure Surprise,1996,Pirates,No_Subtheme,22.0,1.0,http://images.brickset.com/sets/images/1747-1.jpg,2.0,Box,Retail,595.0,1340.0,4.83333333333333,Historical,6,1747-1,0.635503115557,3.14711281667
1749,Paravane,1996,Aquazone,Aquanauts,16.0,1.0,http://images.brickset.com/sets/images/1749-1.jpg,2.0,Box,Retail,331.0,1402.0,3.8,Action/Adventure,5,1749-1,0.635503115557,3.14711281667
1808,Light Aircraft and Ground Support,1996,Town,Special,122.0,2.0,http://images.brickset.com/sets/images/1808-1.jpg,10.0,Box,Promotional (Airline),392.0,214.0,3,Modern day,1,1808-1,0.635503115557,15.7355640833
1817,Sea Plane with Hut and Boat,1996,Town,Special,135.0,3.0,http://images.brickset.com/sets/images/1817-1.jpg,15.0,Box,Promotional (Airline),392.0,244.0,4,Modern day,2,1817-1,0.635503115557,23.603346125
1818,Aircraft and Ground Support Equipment and Vehicle.,1996,Town,Special,203.0,3.0,http://images.brickset.com/sets/images/1818-1.jpg,24.0,Box,Promotional (Airline),518.0,81.0,5,Modern day,2,1818-1,0.635503115557,37.7653538
1821,Rally Racers,1996,Town,Racing,196.0,3.0,http://images.brickset.com/sets/images/1821-1.jpg,11.0,Box,Retail - limited,251.0,576.0,4.5,Modern day,2,1821-1,0.635503115557,17.3091204917
1843,(Unnamed),1996,Castle,Royal Knights,48.0,0.0,http://images.brickset.com/sets/images/1843-2.jpg,8.0,Box,Retail - limited,306.0,419.0,3.33333333333333,Historical,3,1843-2,0.635503115557,12.5884512667
1854,House with Roof-Windows,1996,Town,Special,144.0,2.0,http://images.brickset.com/sets/images/1854-1.jpg,23.0,Box,Promotional,741.0,351.0,4,Modern day,2,1854-1,0.635503115557,36.1917973917
2150,Train Station,1996,Trains,9 V,599.0,8.0,http://images.brickset.com/sets/images/2150-1.jpg,73.0,Box,Retail - limited,1102.0,449.0,4.33333333333333,Modern day,6,2150-1,0.635503115557,114.869617808
